tweet,sentiment
Hadirnya kereta cepat Jakarta-Bandung Whoosh kini menjadi salah satu pilihan transportasi untuk mudik. Banyak masyarakat yang kini mudik menggunakan Whoosh. https://t.co/MKhQ2aHojM,positive
Halo Sobat Kopaja! Bagi sobat Kopaja yang mau menjajal moda transportasi Kereta Cepat Jakarta-Bandung (KCJB) WHOOSH sekarang sudah tersedia nih rute TransJakarta ke arah stasiun KCJB Halim #KopajaRapidTransit #KRT #TransKopaja #TransJakarta #AyoNaikTransJakarta #KotaKolaborasi https://t.co/bOWLvMNwbi,positive
Ini momen Presiden Joko Widodo saat meresmikan Kereta Cepat Jakarta-Bandung Senin (2/10). Kereta cepat ini diberi nama 'Whoosh'. https://t.co/afWAOFx2F2,positive
Jadi ingat November tahun lalu liburan ke Bandung berangkat naik Whoosh (45min) balik ke Jakarta naik lokal Baraya+angkot Rajamandala+KA Siliwangi+KA Pangrango+KRL B line (9 jam) Benar-benar kontras :v,positive
Jumlah penumpang Kereta Cepat Whoosh selama libur Idul Adha 14 sampai 18 Juni 2024 mencapai 85.000 penumpang. https://t.co/JpPIU4WgSn,positive
KCIC menambah jumlah perjalanan Kereta Cepat Whoosh bulan depan. Berikut jadwalnya. #bisnisupdate #update #bisnis #text https://t.co/PXvAwhOaEN,positive
KCIC umumkan tarif promo Kereta Cepat Whoosh Rp300.000 https://t.co/fMnHblJX2j,positive
Keandalan operasional kereta cepat Whoosh dan kereta pengumpannya diharapkan selaras dengan peningkatan jadwal perjalanan. #Metro #AdadiKompas https://t.co/LQg9pxu6vZ,positive
Kebetulan banget lagi ngomongin whoosh https://t.co/6QG6vM5joc,positive
Kenapa februari cepet bgt ngebut kayak kcic,positive
Lagi naik whoosh jadi cepet ca. ,positive
lebih cepet kcic padalarang-halim drpd pulsek lewat poge,positive
Mau cerita dikit Jadi rabu minggu ini gw maksa pulang ke Jakarta. Ga homesick tp lebih ke cape aja gt sm perkuliahan. Butuh suasana rumah kali ya. Trs gue pulang ke Jkt naik whoosh biar cepet. Krna merasa bersalah juga gada sebulan di nangor lgsg balik jkt pas mau plg nangor- https://t.co/PhLRv0QeKy,positive
mau coba naik whoosh deh,positive
mau ke solo sekarang juga bisa ga sih please adain kereta cepat semarang solo :]]],positive
melihat tl bujang thai setelah satu-dua harian ga ngikutin update buset joongdunk kek kereta whoosh cepet bgt bikin konten tiktok hitzz,positive
sabar-sabar ngadepin cust kyk gini harus dibales secepet kereta whoosh https://t.co/OfuLQriJSF,positive
Tugas luar kota ke Bandung dari Jakarta sebelum ada tol mengandalkan kereta api karena lebih cepat sampai. Setelah tol Cipularang jadi pilihan ada dua apakah tetap menggunakan kereta api atau mobil via jalan tol. Dengan adanya Whoosh pola SPJ pasti berubah.,positive
ya kalo bandingkan kenyamanan sama kereta cepat ya ga adil dong kcic kan pake magnet literally ga napak tanah,positive
pgn bgt coba whoosh tp gmn ya biar ke halim ga mahal ongkosnya,positive
pgn kasih ide membuat kereta cepat purwokerto-bekasi 10 mnt ,positive
pgn ke jkt naik whoosh tp ga urgent2 amay hft travel apa yg ke menteng dr bdg? baraya? atau daytrans?,positive
Pgn lah kali2 naik kcic ke bdg,positive
pgn naik whoosh,positive
pgn naik whoosh tapi tiket gledeknya tikom Sub Cgk kaga ada ,positive
jadi pengen cobain whoosh ,positive
Bm pengen naek whoosh ke Bdg aahh.,positive
Boleh nih kebetulan mau naik KCIC ma ayang Daripada cuma makan mekdi gegara pengen naik KCIC doang tp gak ada tujuan di jkt ,positive
Hal kecil pengen ajak Akio kalau udah bisa jalan sama ngomong adalah jalan-jalan naik kereta KRL LRT MRT whoosh,positive
ini whoosh @KeretaCepatID ga pengen bikin kereta cepat jakarta-surabaya kahh ,positive
Kapan bisa jalan-jalan ya? pengen nyobain naik whoosh deh,positive
Ke bdg cmn pengen naik whoosh aja sbnrnya https://t.co/DcTNVrrETr,positive
ke bdg cuma mau cobain whoosh. apose.,positive
kemaren lewatin stasiun kcic halim liat kereta whoosh jadi pengen naik njir. tapi ak kaum mendang mending,positive
Mumpung lagi free tiba2 kepikiran pengen gateaway ke Bandung naik whoosh siang ini,positive
Pengen coba naik whoosh tapi ga ad ide mau ngapain di bandung,positive
Pengen coba nih whoosh lalu ke latimodjong bengong2 sampe bego masih padat kegiatan dipulau sebelah. bah.,positive
pengen coba work from Bandung naik whoosh. bs ga ya ak terakhir ke Bandung itu jaman SMA study tour ,positive
Pengen cobain KCIC weekend ini cm masih mager nge list destinasi quick bites di Bandung.,positive
Pengumuman untuk Sobat Whoosh yang akan NgeWhoosh dari Stasiun Bandung pada 15 September 2024. Terima kasih https://t.co/ri8zF6ijvD,positive
kayaknya enak gasi ke bandung naik whoosh yg cepet gitu,positive
Ges kabarnya ada yg mau bundir di jalur kereta cepat Whoosh ya? Ada yg punya info lebih lanjut? Saat ini perjalanan kereta cepat Whoosh sedang berhenti tertahan karena sensor membaca terdapat obyek berbahaya pada lintasan karena orang asing yg menerobos lintasan tsb. FB https://t.co/KEuL770rwG,negative
@aesculapiusw Jangan lupa siapa peremPUAN ketua DPR yg selalu mensahkan UU dzolim macam omnibuslaw ciptakerja kcic ikn dll serta selalu mematikan mix anggota DPR jika ada yg keberatan dan ketika rakyat protes seolah2 cuci tangan dgn entengnya silahkan ke ,negative
Sarpras jalur bandung raya sudah mulai usang yg dilanjut malah kcic ,negative
Perjalanan Kereta Cepat Whoosh Sempat Tertahan Kemarin KCIC: Ada Orang Ingin Bunuh Diri https://t.co/vYAFNzq9nc #TempoBisnis,negative
Tp mungkin gegara ada kcic ini yg ngebuat jadi kecelakaan gini soalnya tuh ya ada juga feeder yg ngebuat jadwal tuh jadi berantakan. Kayak aku biasa naik kereta yg jam setengah 10 ke bandung gegara ada feeder ini jamnya diundur 20 menit kan kayak?????? Gegara feeder lewat.....,negative
Caranya dengan tidak berusaha menipu rakyat dengan proyek berhala KCIC IKN Mandalika. Udah tau banyak rakyat bodoh dalam literasi keuangan (termasuk banyak PhD) Kalau ruang fiskal kita sebebas US China atau negara yg bisa cetak uang ya ga masalah. Lah tau ga ada duit ngeyel,negative
me : guys kereta cepat whoosh bocooor sepupu : HAAAH KO BISA ade : hah ban mana yg bocor? ,negative
Estimasi kasar rute penghubung semua Ibukota provinsi di Sumatra dengan harga/km KA Sulawesi jadi sebanding harga dengan KCIC. Jadi kembalian banyak itu salah. Disclaimer: Jarak 1858km adalah rute yang dipaksakan masuk Kota sedangkan Sulawesi masih belum menyentuh kota . https://t.co/MM0eauZCsf,negative
Dulu yg sering kritik rencana pembangunan Whoosh kubu Kampret dan Kadrun yg sekarang bergabung sama Wowo. Jadi ya cek telunjukmu Rick! ,negative
Diguncang 8 Kali Gempa KCIC Periksa Seluruh Jalur Whoosh https://t.co/msDFXig4yZ,negative
@DS_yantie LRT sama kereta cepatnya cuma ada di pulau jawa yg disuruh nanggung subsidinya malah seluruh Indonesia kocak,negative
Padahal bukti rekaman bisa dipakai sbg bahan evaluasi tapi ada rasa gengsi KCIC ketahuan blo*n,negative
Seperti Indonesia biaya kereta cepat Thailand juga membengkak. Bangkok berharap proyek selesai lima tahun lagi. #Internasional #AdadiKompas https://t.co/2i8LdVLTZy,negative
Operasional Kereta Cepat Whoosh Dievaluasi Guru Besar UI Wanti-wanti KCIC Jangan Sampai Pailit - Bisnis https://t.co/dm2YKUoM9U https://t.co/m1DS7Jpgif,negative
Dituding Bikin WIKA Rugi Besar KCIC Buka Suara https://t.co/59kGDqgjoo,negative
Penumpang Mulai Sepi Kereta Cepat Whoosh Banting Harga Tiket Jadi Rp150 Ribu - https://t.co/t8pLd7s0mp,negative
@finallyvalen Kalau kereta Feeder terlambat dan membuat ketinggalan kereta Whoosh itu bisa komplain dapat diganti ke kereta selanjutnya atau kebijakan sesuai KCIC Karena kereta Feeder dan kereta Whoosh KCIC itu berkesinambungan,negative
Pihak KCIC dan Daop 2 Bandung memohon maaf atas keterlambatan yang terjadi https://t.co/h20oQE9RDQ,negative
Website whoosh kok jelek banget ya,negative
Terlepas dari masalah dana entah kenapa transportasi umum di Bandung beneran lambat perkembangannya dan stuck di situ2 aja. Kalo kaya gini jadi kapan Bandung punya KRL? Keburu MRT Jakarta fase 3 jadi atau bahkan keburu KCIC memperpanjang rute ke kota lain ,negative
Enggak ngerti lagi GoPar ini diapain sih sama KAI dua kali pakai dalam dua bulan terakhir selalu molor dari jadwal sampainya. Please jangan suruh saya pindah ke Whoosh karena memang enggak pengen juga. Cukup kembalikan GoPar yang tepat waktu itu.,negative
Negara komunis ini ternyata makin geboy :) Top! Tetangga RI Bangun Kereta Cepat Tanpa Modal Asing Ogah Utang https://t.co/EgNzam6xGr,negative
Whoosh Dikabarkan Sepi Ini Tanggapan KCIC https://t.co/UIZeZEULaC https://t.co/tBmIi6VhCY,negative
@PineksoRoyi1 @NephilaXmus dan yang lebih tolol ada yang masih belain nih rezim!! asli tolol kebayang tuh kalo duit kcic di pake buat beli kereta pengaktifan krmbali jalurz atau ga malah bikin jalur baru ini malah fokus bikin kcic ikn sama tol yg ga jelas,negative
Apakah ada laporan kehilangan ktp di stasiun kcic halim ? @KAI121 ortu saya kehilangan ktp kemungkinan jatuh di stasiun kc halim,negative
Halo kereta cepat tolong jargon Whoosh Whoosh Yes! nyaaa ngga usaaaaaaaaahhhhhhh! ,negative
Kereta Cepat Kebanggaan Jokowi Bikin 2 BUMN Rugi Triliunan Salah Siapa? https://t.co/WsrPE0AoXx,negative
Keberlanjutan ....ok gas ...ok gas .... whoosh whoosh https://t.co/UW7NxeYXS1,negative
Said Didu Tanggapi Proyek Kereta Cepat Whoosh Buat Kerugian WIKA Tahun 2023 Mencapai Rp7 12 Triliun: Selain PT KAI... https://t.co/hkP8tbN2KK,negative
Sebentar lagi akan ada penjelasan perihal kebocoran kereta cepat whoosh. .. dufan jijik demit https://t.co/g2jZKskZsO,negative
Warga lantas menagih kelengkapan dokumen AMDAL dari KCIC untuk menuntut pertanggungjawaban. KCIC mengklaim bahwa kebijakan yang diambil telah sesuai prosedur. Protes warga dibayar dengan kompensasi uang kebul Rp25 ribu untuk satu rumah/bulan. https://t.co/UaHCbYBScs https://t.co/8ifZChH1Ne,negative
Unggahan yang mengungkapkan KA Feeder Kereta Cepat Whoosh anjlok di Stasiun Bandung viral di media sosial. Berikut penjelasan KCIC dan KAI. https://t.co/uCwLArPJLq,negative
@strike_bravo_b Intinya KCIC itu ngancurin rencana strategis kereta api nasional dengan biaya kurleb sama bisa dapet ekspansi jalur sumatra sulawesi kalimantan warga luar pulau jawa mon maap kepentingan kalian kalah sama gengsi pusat ,negative
 klo yg 2.5 jeman mah yg barat ke timur vice versa. Klo antar sumatra jawa doang gk sampe segitunya. Prancis punya TGV sih dan mrk daratan plengg. Lah kita.. kcic baru sampek bandung paak~,negative
Kereta2 eks tulang punggung kcic. Makan tu whaash whoosh whaash whoosh disaat yg belum dibutuhkan dan mampu diadakan,negative
WIKA menyebut proyek #Whoosh sebagai sumber kerugian terbesar perusahaannya di 2023 mencapai 7 1T. Padahal Whoosh sempat diklaim menumbuhkan perekonomian negara di awal peresmiannya. Bagaimana kabarnya? Baca lebih lanjut di artikel ini. https://t.co/iB0ij9OP5h,negative
Menteri sebagus itu diganti bc dia ga stuju kereta cepat (with a very sensible reasoning) ‍,negative
Siapa bilang whoosh sepi? Rame kok.. Lagian lebih penting kereta buat rekreasi lah dibanding buat kerja. Orang bule aja bangga indonesia punya whoosh. Orang jabodetabek kan pada punya kendaraan pribadi minimal motor jd buat apa KRL.,negative
Wkwkwk samsul @gibran_tweet lagi naik kereta lambat tapi kalo eksekusi program harus serba Whoosh ya https://t.co/wgMI1DBRlA,negative
Waduh ndor @calomagang tak kiro Sinar Jaya tok sing sering kehilangan. Sekelas whoosh yo kelangan dikiro bantal oleh oleh lek e ,negative
AJG KETINGGALAN WHOOSH ,negative
Kita mau maju dari Singapura tidak bisa dgn ketololan. BANGUNLAH JIWANYA BANGUNLAH BADANNYA. Bukan dimulai dari bangun tol KCIC IKN sementara rakyat masih rebutam bansos konyol.,negative
Orang yg biasa di menara gading bingung kenapa penglaju jakarta - bandung ga utamain whoosh tapi milih travel yg dicap ugal jelek Apalagi pas dia tau sebagian lagi warga bandung gemar naik turun angkot badag di pinggir tol cimareme kopo bubat dibanding naek whoosh,negative
Kalau issue korupsi Bansos. Gaji buzzerp IKN KCIC dan BUMN bankrut gimana kaka ?,negative
@Jodiimsyh @strike_bravo_b Sekarang bisa ngerti kenapa saya nggak setuju kereta cepat Jakarta-Bandung diteruskan ke Surabaya?,negative
@OjolNyambi Baru di era Jokowi Indonesia jadi budak Tiongkok. (Dr. Faisal Basri) 226 9 M/bulan disetor ke Tiongkok tiap bulan selama 130 tahun. Rakyat Indonesia tidak merasakan manfaat KCIC Jni baru 1 item. Belum pembayaran lainnya. #MakzulkanFiraunSolo #,negative
Sebenarnya dibandingin bantal whoosh tetep brainrot paling gokil tuh maling piring KFC,negative
@The_Rinpam @CommuterLine Segala bikin kereta cepet kereta komuter dan fasilitas yg ada atuh dibenerin dulu dibagusin penumpang dibuat nyaman. Capek bgt sama negeriku ,negative
Harga tiket KCIC Beda Rp 50 rb dgn KA Parahyangan ? Sadar tak sadar munculnya KCIC tentu akan mematikan KA Parahyangan. Pendapatan Parahyangan 100% masuk KAI KCIC 40%_60%. Dgn demikian pendapatan PT KAI akan berkurang karena harus berbagi dgn China. https://t.co/lJsLMSMA8m,negative
Bubar aja web development kcic verification puzzel lu sampah @KeretaCepatID,negative
. . Sebetulnya Proyek-Proyek @jokowi ini melalui proses studi kelayakan dulu ga sih ??!! Kok proyek-proyeknya bisa sampe efeknya kaya begini ya ??!! Jadi .. Dibalik ruginya BUMN WIKA ada Project Kereta Cepat yang menjadi salah dua Faktor kerugian BUMN tersebut Project Whoosh https://t.co/14nuO4rE7k,negative
nyoba KCIC dari tanjung sari dari cicalengka naik KRD ke st bandung dari st bandung ke padalarang naik KA FEEDER dari padalarang ke halim naik KCIC dari halim ke pancoran naik LRT yaa buat pengalaman aja:)) ga ga lagi deh wkwk ga worth it kalau dari tanjung sari mah,negative
diajakin foto sm bapak2 PL 63 di HUT PL ke 65 cuk katanya dia naik whoosh ke sinii tp sedih soalny di blg temen2nya udh ada yg meninggal,negative
APBN dikuasai China karena proyek KCIC. BRIMOB difasilitasi Tohir. Jinping tepuk tangan. https://t.co/TIaKNM18Ah,negative
whoosh malam malam tidak bisa lihat jalan = pusing guys https://t.co/TBjfUZHhhV,negative
Yang ngisi VO whoosh whoosh whoosh yes pas take agak malu gak sih,negative
ini bapak bapak dah tua nyasar di bandung kebinggungan mau naik kereta cepat pulang ke jakarta https://t.co/98mcPBGSMQ,negative
#Foto Begini penampakan KA Feeder Whoosh dan mobil yang tabrakan di perlintasan sebidang tanpa palang pintu di Ngamprah Kabupaten Bandung Barat. &gt,negative
Pernyataan Pak @mohmahfudmd terkait IKN ... SEMUA INVESTASI MASIH DALAM BENTUK JANJI... ini menjawab @cakimiNOW &amp,negative
Uang penjualan tiket KCIC langsung ke rekening bank China https://t.co/iBvzjczxXH,negative
IKN NGENTOTTT KCIC NGENTOTTT MAKAN GRATIS ANJEEENG,negative
dungu beneran anying. kalo tau dari awal mau bikin kcic dengan biaya yang kaga disanggupi masyarakat biasa ge mending kaga usah bikin lah. mana sekarang yang dikorbanin yang kelas reguler di jam sibuk lagi. sumpa da pemerentah lu mo nyuruh buruh naek wuss dengan biaya 200k itu?,negative
KA Feeder Kereta Cepat WHOOSH Anjlok di Stasiun Bandung https://t.co/Aiwsd8uEV2,negative
Lah nyebut gue penyepong KCIC? Malah bisa2nya menghasut Pacc Imam @outstandjing kalo susah diskusi sama Gue? Udah sering banget gue ketemu muka sama Pacc Imam diskusi itu dan ini seputaran Bandung sambil silih traktir baso. NAH ELU SIAPA? AKUN GAK JELAS SOK2AN MENGHASUT ,negative
naha ya tiap naik gopar/papandayan/cikuray gapernah bindeng. tapi tiap naik whoosh bindeng pisan telinga kek di pesawat,negative
klo cuma urusan membangun semua orang bisa membangun apalagi ngutang atas nama negara. masalahnya pembangunannya itu ada nilai ekonominya apa enggak? wong jalan tol proyek kereta cepat dan lainnya aja merugi terus kocakk klo lu nutup mata akan hal itu. bangun serampangan.,negative
@rasjawa Kalau dituduh buzzer KCIC piye? ,negative
Pembangunan dan perkembangan sebuah negara di tangan pemimpinnya barangkali perlu diapresiasi. But Lo tau gak semua program2 siapapun termasuk junjungan Lo ini punya efek samping. Dan efek samping ini justru yg harus diperhatikan! Gak sekedar bikin kcic tapi gusur tanah rakyat,negative
KAI menyatakan tanggungan utang proyek Kereta Cepat Jakarta Bandung (KCJB) atau Whoosh cukup berat sehingga perlu meminta bantuan ke pemerintah. https://t.co/shlDAYeqAI,negative
Ku penasaran ni web booking kereta cepat basis bahasa nya apa dah. Pake bahasa Indonesia tapi aneh banget kata katanya.,negative
Dialog imajiner Enak mana bor naik Whoosh atau KLB jalur selatan? 22-nya ga enak Lah kok bisa? Yg 1 bau-bau kolonial Weleeehhh. 1-nya lagi kenapa? Kan keren. Kebanggaan loh iki Yg 1-nya lagi bau-bau utang Ooo gitu ya? https://t.co/aada9cHeIV,negative
Udah bikin salah ngasi pinjam duit lagi dan dibungain tinggi pula. Begitu istimewanya China bagi Jokowi cs ..... https://t.co/71SB1hQObu,negative
Dari dulu era gacor-gacornya ngutang sama tingok buat infrastruktur wabil khusus tol dan KCIC gw udah ganti termit hutang jadi jokowi . Sori esss lupa bawa cash saia jokowi dulu yak esss... ,negative
HAH? gini ya tipikal penyepong jkw yang bagus bagus diklaim yang jelek jelek dibilang bukan digagas pas jaman jkw WKWKWKWKK asal lo tau perubahan KRL itu tuh ada di jamannya pak Jonan jadi dirut KAI wong jamannya jkw aja pak Jonan dikick grgr gak setuju sama KCIC,negative
Wamen BUMN Akui Jumlah Penumpang KCIC Masih di Bawah Target https://t.co/3LlXqEQvct,negative
CIA melihat dosa-dosa Jokowi Pertama Jokowi anti Israel pendukung Palestina Kedua Jokowi dekat dgn China. Kereta Api Cepat Whoosh jadi monumen penting Ketiga Jokowi mengambil alih blok Rokan blok Mahakam saham Freeport Keempat Jokowi memberantas korupsi dan jaringan,negative
Blum puas sama KRL skrg T3 CGK kena masalah. Bandara jelek Stasiun bobrok emg cuma KCIC doang yg jadi anak emas. Kocak lu mulyono https://t.co/n6k4AywDaX,negative
@BudiBukanIntel tololnya banyak relpen yang nyepongin KCIC sama nyebokin tol kontol si jokontol,negative
5 juta penumpang SETAHUN tapi yang dikorbanin 1jt penumpang KRL TIAP HARI???? lumayan anggaran bayar hutang kcic bisa dipake dikit buat krl bagusin armada dan tingkatin frekuensi keberangkatan dan aktifin jalur2 di luar p. jawa,negative
fyp gw pun lagi banyak banget vt yang promosiin whoosh dengan berbagai benefit gratis transportasi menuju ke lokasi wisata di bandung emang sesepi itu kah yang naik?,negative
People power! Boikot kereta Cina Jakarta - Bandung. Muahal dan tak efisieln. Terus sebarluaskan. 9 September 2023: Target Penumpang Kereta Cepat Jakarta-Bandung Turun Pakar: Sudah Pasti Pengaruhi Arus Kas KCIC https://t.co/aAo8Jx7Ji7 #TurunkanPresidenSialan,negative
Seru ya KCIC disenggol eh semua moda roda besi kena masalah yang sama wkwkwkwkwkw,negative
drama angkat² koper ke kereta feeder dan whoosh kukunya patah baru sadar skg wkwk https://t.co/KRnULQP5Hn,negative
Bangkee bawa sial bgt ini si whoosh ,negative
@detikcom Zaman prab 2024-29 keknya menkeu adalah yg paling pusing Mikirin dana IKN maksi gratis 300FK prabowo orangnya yg borong alusista great sea wall KCIC dll Dah emang tepat aja beliau keknya yg lain pernah ditawari tapi kalo bisa milih kementetian l,negative
